what,kind,bundleId,bundleVersion,description,time
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948141411
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948142252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948144435
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948144454
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948159606
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948160307
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948161678
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948164075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400948171299
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948174576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948175394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948177828
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948186619
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948187719
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400948191327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400948195613
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948200710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948201545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948202303
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948230987
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948232014
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400948234927
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948243918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948244736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948254983
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948255000
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948255769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948289625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948301126
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948303520
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948304356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948329258
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948386490
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948423744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948424583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948567142
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948573656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948574530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948592761
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948631091
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948631867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400948641757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948651394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948678764
error,log,,,"Plug-in name.schedenig.eclipse.grepconsole was unable to load class name.schedenig.eclipse.grepconsole.adapters.GrepPageParticipant.",1400948688121
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948688976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948694450
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948717098
started,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1400948717995
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1400948718123
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1400948718146
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948718266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948732343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948733907
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1400948742135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1400948742994
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1400948787096
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400948788307
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1400948797583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948823401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948824756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400948828032
